Model,R2,RMSE,MAE
LASSO,0.8686685728109431,697.3522160738299,469.8003721612493
kNN,0.9871813735356681,217.86556845734032,86.07464194244523
XGBoost,0.9950343102529189,135.59936141155487,57.56370552322897
Random Forest,0.9941754308469741,146.85872600145882,67.36911490137868
SVR,0.9968122442919581,108.6451564125708,36.030763309391524
LightGBM (Tuned),0.9948949160885131,137.48942507200394,53.68732207321812
